happy,year,age,sex,marital,degree,finrela,health,wtssall
pretty happy,1973,31,male,married,lt high school,below average,excellent,0.9145
not too happy,1973,41,male,married,lt high school,below average,fair,0.9145
pretty happy,1973,48,male,married,lt high school,average,good,1.829
very happy,1973,58,female,married,high school,average,good,0.9145
very happy,1973,32,male,married,lt high school,average,excellent,0.9145
not too happy,1973,68,female,widowed,lt high school,average,fair,0.4572
pretty happy,1973,30,female,married,high school,average,good,0.9145
pretty happy,1973,21,male,never married,high school,NA,excellent,0.4572
pretty happy,1973,26,male,never married,graduate,above average,good,0.4572
not too happy,1973,21,female,never married,high school,above average,poor,0.9145
pretty happy,1973,23,female,never married,bachelor,below average,excellent,0.4572
pretty happy,1973,69,male,widowed,lt high school,average,good,0.4572
pretty happy,1973,54,female,married,lt high school,average,good,0.9145
pretty happy,1973,22,male,married,lt high school,below average,good,0.9145
very happy,1973,30,female,married,high school,average,excellent,0.9145
pretty happy,1973,19,female,never married,NA,below average,good,1.3717
very happy,1973,67,male,married,lt high school,far below average,excellent,0.9145
very happy,1973,34,female,married,high school,average,excellent,0.9145
pretty happy,1973,38,male,married,graduate,average,excellent,0.9145
very happy,1973,54,female,married,high school,average,good,1.3717
pretty happy,1973,27,male,married,graduate,above average,good,0.9145
not too happy,1973,52,female,widowed,high school,average,good,0.9145
pretty happy,1973,28,male,married,high school,below average,good,0.9145
very happy,1973,29,female,married,lt high school,average,fair,0.9145
pretty happy,1973,21,female,married,high school,average,fair,0.9145
pretty happy,1973,27,male,married,high school,below average,good,0.9145
pretty happy,1973,49,male,divorced,graduate,above average,fair,0.4572
very happy,1973,42,female,married,high school,average,excellent,0.9145
very happy,1973,39,female,married,lt high school,below average,excellent,0.9145
very happy,1973,72,male,married,lt high school,below average,fair,0.9145
very happy,1973,35,male,married,high school,average,excellent,0.9145
very happy,1973,45,female,married,high school,average,good,0.9145
very happy,1973,36,female,married,high school,above average,excellent,0.9145
not too happy,1973,59,female,married,lt high school,average,good,1.829
pretty happy,1973,39,male,married,high school,average,good,0.9145
pretty happy,1973,29,male,married,graduate,below average,excellent,1.829
very happy,1973,34,female,divorced,lt high school,below average,excellent,0.4572
pretty happy,1973,72,female,separated,lt high school,average,poor,0.9145
not too happy,1973,48,male,married,lt high school,below average,fair,1.829
not too happy,1973,73,male,widowed,high school,average,poor,0.4572
very happy,1973,22,male,never married,high school,above average,good,1.829
very happy,1973,54,male,married,high school,average,fair,1.3717
very happy,1973,52,male,married,high school,above average,good,1.3717
pretty happy,1973,61,female,widowed,high school,below average,excellent,0.9145
very happy,1973,31,female,married,high school,above average,good,0.9145
very happy,1973,31,female,married,high school,above average,good,0.9145
not too happy,1973,49,female,married,lt high school,below average,fair,1.3717
not too happy,1973,37,male,married,lt high school,average,excellent,0.9145
pretty happy,1973,34,female,married,high school,below average,fair,0.9145
pretty happy,1973,20,male,never married,high school,average,excellent,0.9145
pretty happy,1973,36,female,married,high school,below average,excellent,0.9145
not too happy,1973,36,female,married,lt high school,average,good,0.9145
not too happy,1973,19,male,never married,lt high school,below average,fair,0.9145
pretty happy,1973,24,male,never married,high school,average,good,1.829
very happy,1973,60,male,married,lt high school,average,fair,0.9145
not too happy,1973,26,female,married,high school,below average,excellent,1.3717
pretty happy,1973,47,male,never married,high school,average,excellent,0.9145
not too happy,1973,23,female,separated,high school,below average,good,0.4572
pretty happy,1973,55,female,widowed,lt high school,average,poor,0.9145
pretty happy,1973,34,male,never married,high school,above average,good,0.4572
pretty happy,1973,26,female,married,bachelor,average,good,0.9145
pretty happy,1973,49,female,married,high school,above average,good,0.9145
very happy,1973,22,female,married,junior college,average,excellent,0.9145
very happy,1973,49,male,married,high school,average,excellent,0.9145
very happy,1973,63,female,married,high school,average,excellent,0.9145
pretty happy,1973,31,male,married,lt high school,below average,excellent,0.9145
very happy,1973,38,female,married,lt high school,average,excellent,0.9145
not too happy,1973,27,female,married,lt high school,average,fair,0.9145
pretty happy,1973,19,male,never married,lt high school,average,fair,1.3717
not too happy,1973,56,male,married,lt high school,below average,good,1.3717
not too happy,1973,27,female,married,lt high school,far below average,poor,0.9145
very happy,1973,42,female,married,lt high school,far below average,fair,0.9145
very happy,1973,37,female,married,lt high school,average,fair,0.9145
very happy,1973,21,female,never married,lt high school,below average,excellent,1.829
pretty happy,1973,36,male,married,lt high school,average,fair,1.3717
very happy,1973,34,male,married,lt high school,average,excellent,0.9145
very happy,1973,70,male,married,lt high school,average,poor,0.9145
very happy,1973,45,female,married,high school,average,excellent,0.9145
very happy,1973,73,female,widowed,lt high school,average,good,0.9145
pretty happy,1973,60,female,married,high school,average,good,0.9145
pretty happy,1973,37,male,married,lt high school,average,excellent,0.9145
not too happy,1973,29,female,divorced,lt high school,far below average,good,0.4572
pretty happy,1973,46,male,never married,lt high school,average,fair,0.9145
very happy,1973,49,female,widowed,high school,average,fair,0.4572
pretty happy,1973,18,male,never married,lt high school,average,excellent,1.3717
pretty happy,1973,64,male,married,lt high school,far below average,poor,1.3717
pretty happy,1973,43,female,married,high school,average,good,0.9145
very happy,1973,39,female,married,high school,average,excellent,1.3717
pretty happy,1973,21,male,never married,high school,above average,fair,1.3717
pretty happy,1973,38,male,married,high school,average,excellent,0.9145
not too happy,1973,51,female,married,high school,average,good,1.829
not too happy,1973,70,female,separated,lt high school,far below average,fair,0.4572
pretty happy,1973,71,male,married,lt high school,far below average,fair,0.9145
pretty happy,1973,45,male,married,high school,below average,good,0.9145
pretty happy,1973,32,female,divorced,high school,average,good,0.4572
pretty happy,1973,62,female,widowed,lt high school,far below average,good,0.4572
not too happy,1973,42,female,separated,lt high school,average,fair,1.3717
pretty happy,1973,40,female,married,high school,average,good,1.3717
pretty happy,1973,30,female,separated,lt high school,far below average,fair,1.3717
not too happy,1973,21,male,married,high school,average,good,0.9145
not too happy,1973,40,male,never married,high school,below average,fair,1.829
very happy,1973,34,female,married,high school,above average,fair,0.9145
pretty happy,1973,59,female,married,high school,above average,excellent,0.9145
very happy,1973,32,male,married,high school,average,good,0.9145
very happy,1973,49,female,married,high school,above average,fair,0.9145
very happy,1973,51,male,married,high school,above average,fair,1.3717
pretty happy,1973,44,male,married,high school,above average,excellent,0.9145
very happy,1973,24,male,married,high school,average,excellent,0.9145
not too happy,1973,39,female,divorced,high school,far below average,poor,0.4572
pretty happy,1973,22,female,married,lt high school,average,good,0.9145
pretty happy,1973,62,female,married,lt high school,below average,good,0.9145
very happy,1973,22,male,married,high school,average,excellent,0.9145
pretty happy,1973,74,female,widowed,lt high school,below average,good,0.9145
very happy,1973,52,female,married,lt high school,average,good,1.3717
very happy,1973,27,female,married,graduate,average,good,0.9145
pretty happy,1973,60,male,married,lt high school,average,good,0.9145
pretty happy,1973,78,female,widowed,lt high school,average,poor,0.4572
very happy,1973,70,male,married,lt high school,above average,good,0.9145
very happy,1973,29,male,married,high school,average,excellent,0.9145
pretty happy,1973,31,male,married,high school,average,excellent,0.9145
pretty happy,1973,30,female,never married,high school,average,excellent,1.3717
pretty happy,1973,58,male,married,lt high school,average,good,0.9145
pretty happy,1973,22,male,never married,high school,average,good,1.3717
pretty happy,1973,24,female,separated,lt high school,average,fair,1.3717
pretty happy,1973,29,female,married,high school,average,excellent,0.9145
very happy,1973,46,female,married,high school,far above average,excellent,1.829
pretty happy,1973,56,female,widowed,high school,average,good,0.9145
pretty happy,1973,66,female,married,high school,average,fair,0.9145
pretty happy,1973,21,male,married,high school,average,excellent,0.9145
pretty happy,1973,37,male,married,lt high school,below average,good,0.9145
very happy,1973,33,female,married,bachelor,average,excellent,0.9145
very happy,1973,46,male,married,graduate,average,excellent,0.9145
pretty happy,1973,49,female,married,lt high school,above average,good,0.9145
very happy,1973,60,female,married,high school,below average,fair,0.9145
pretty happy,1973,26,male,divorced,high school,average,excellent,0.9145
pretty happy,1973,42,male,married,graduate,above average,excellent,0.9145
pretty happy,1973,35,female,divorced,high school,average,excellent,0.4572
